,ID1,AB_Flow,BA_Flow,Tot_Flow
89,256,119.532479,0,119.532479
90,257,226.189042,221.807231,447.996273
91,258,466.840454,307.424231,774.264685
92,259,373.078013,318.401294,691.479307
93,260,2137.29461,2615.67486,4752.96947
94,264,1900.58082,1063.25798,2963.8388
95,265,669.641019,432.872518,1102.51354
96,266,456.86297,242.770028,699.632998
97,267,436.343255,108.561953,544.905208
98,268,303.808723,107.560614,411.369337
99,270,69.273819,259.600382,328.874201
100,271,360.021385,54.640022,414.661407
101,274,2287.90415,2843.67736,5131.58151
102,277,10.383833,2.683072,13.066905
103,278,395.633776,198.471321,594.105097
104,279,555.00685,38.910023,593.916873
105,286,971.557198,258.996971,1230.55417
106,287,1869.57318,4473.74692,6343.3201
107,289,2770.54921,1844.10314,4614.65234
108,290,26.436387,123.237934,149.674321
109,291,50.295384,0,50.295384
110,292,50.295384,0,50.295384
111,293,65.883453,0,65.883453
112,294,228.292777,0,228.292777
113,299,2617.5087,1195.23633,3812.74503
114,303,451.025063,60.362891,511.387954
115,307,1426.80774,935.094802,2361.90254
116,308,865.36237,935.094802,1800.45717
117,310,2774.97096,1798.2295,4573.20046
118,311,0,1096.50629,1096.50629
119,313,169.190358,0,169.190358
120,314,9.025102,11.32928,20.354382
121,315,1096.50629,0,1096.50629
122,316,107.649865,0,107.649865
123,317,800.677171,0,800.677171
124,318,816.10607,0,816.10607
125,319,4.857004,15.750948,20.607952
126,320,1028.23262,0,1028.23262
127,321,114.380826,192.284436,306.665262
128,322,935.094802,0,935.094802
129,323,827.254851,0,827.254851
130,326,2618.17262,2219.5895,4837.76211
131,327,682.072394,0,682.072394
132,329,153.761459,0,153.761459
133,330,682.072394,0,682.072394
134,331,366.12472,0,366.12472
135,332,1062.52392,0,1062.52392
136,333,965.259867,0,965.259867
137,334,165.509273,187.551997,353.06127
138,335,999.468162,0,999.468162
139,336,88.665593,117.394132,206.059725
140,337,1009.22401,0,1009.22401
141,338,147.227832,37.929674,185.157506
142,339,865.36237,0,865.36237
143,341,49.368317,0,49.368317
144,342,3.081077,0,3.081077
145,343,56.497404,0,56.497404
146,344,3095.99306,2346.21391,5442.20696
147,352,0,18.972692,18.972692
148,353,70.272984,10.89198,81.164964
149,354,32.876732,31.571677,64.448409
150,355,321.155237,73.132205,394.287442
151,357,52.007246,495.398838,547.406084
152,358,53.416327,0,53.416327
153,359,325.628798,313.463227,639.092025
154,360,70.272984,29.864672,100.137656
155,362,268.989721,1.476283,270.466004
156,364,16.236168,189.038901,205.275069
157,365,3.081077,49.368317,52.449394
158,366,3095.99306,2346.21391,5442.20696
159,367,4.002456,30.925832,34.928288
160,372,58.170658,400.643367,458.814025
161,373,561.445367,0,561.445367
162,375,25.866546,8.430817,34.297363
163,376,41.307549,99.383498,140.691047
164,377,34.006909,53.370773,87.377682
165,378,0,0,0
166,379,276.563448,94.931629,371.495077
167,380,53.416327,0,53.416327
168,381,392.075813,121.006358,513.082171
169,382,3199.84506,2127.30458,5327.14964
170,383,66.132114,25.203573,91.335687
171,384,0,0,0
172,385,0,0,0
173,386,0,0,0
174,387,0,0,0
175,394,713.485691,437.99331,1151.479
176,395,642.532264,396.182474,1038.71474
177,396,32.876732,73.516952,106.393684
178,397,1162.96981,936.538404,2099.50822
179,399,569.276784,190.821657,760.098441
180,400,168.928693,26.074729,195.003422
181,401,399.08266,479.046648,878.129308
182,404,209.509954,88.170541,297.680495
183,405,718.123513,348.507905,1066.63142
184,409,3290.65041,2307.87204,5598.52244
185,410,527.637488,205.081907,732.719395
186,411,296.993803,465.618597,762.6124
187,412,136.300708,151.634792,287.9355
188,414,98.326304,72.199518,170.525822
189,415,583.797876,490.960063,1074.75794
190,418,583.797876,490.960063,1074.75794
191,420,212.660651,148.999797,361.660448
192,423,3112.41708,3268.0972,6380.51427
193,424,469.571013,173.629273,643.200286
194,425,1652.04972,1389.36833,3041.41805
195,428,22.622112,67.341709,89.963821
196,429,57.217472,93.944614,151.162086
197,431,2379.45169,3212.32171,5591.77339
198,432,136.300708,151.634792,287.9355
199,433,2133.05773,2568.39391,4701.45164
200,434,1642.76854,3168.65265,4811.42119
201,436,1987.55806,3015.25643,5002.81449
202,439,264.662269,111.047636,375.709905
203,440,533.26896,370.956942,904.225902
204,441,11.973837,0,11.973837
205,448,264.662269,111.047636,375.709905
206,451,66.081595,188.667613,254.749208
207,452,533.26896,370.956942,904.225902
208,457,4621.30076,4197.12571,8818.42647
209,467,11.973837,0,11.973837
210,469,516.48286,424.233325,940.716185
211,470,721.936573,437.038537,1158.97511
212,471,1504.58514,234.202648,1738.78779
213,472,75.994656,44.966041,120.960697
214,473,286.04124,424.233325,710.274565
215,474,1851.13707,2479.82387,4330.96094
216,475,847.727636,682.156125,1529.88376
217,480,1955.64821,2058.29086,4013.93907
218,483,1851.54296,929.081246,2780.62421
219,484,1664.98532,1044.21039,2709.19571
220,486,1588.8659,1109.86322,2698.72912
221,487,143.881422,123.013766,266.895188
222,489,230.441621,0,230.441621
223,490,1300.51268,1110.83518,2411.34786
224,491,1166.2637,1009.03011,2175.29382
225,502,1669.73127,2529.56602,4199.29729
226,512,6477.32057,1390.51349,7867.83406
227,524,1014.30265,1172.09498,2186.39763
228,535,431.533669,407.175025,838.708694
229,543,193.012682,109.262857,302.275539
230,553,717.10166,1220.05611,1937.15777
231,560,2408.24745,4226.13367,6634.38112
232,574,1209.27409,1495.07452,2704.34861
233,585,1018.88051,2944.72132,3963.60183
234,591,173.256824,1798.76151,1972.01833
235,594,769.149747,2780.10816,3549.25791
236,595,2168.02038,624.376129,2792.39651
237,596,851.413531,2631.51995,3482.93348
238,600,406.887096,872.318095,1279.20519
239,605,789.093126,640.248693,1429.34182
240,607,105.208017,676.517768,781.725785
241,608,1907.07553,623.084452,2530.15998
242,609,7100.47728,1123.2248,8223.70209
243,610,1124.28429,159.498925,1283.78321
244,612,408.779702,1665.73955,2074.51925
245,614,929.828329,1055.28601,1985.11434
246,615,386.47895,271.2647,657.74365
247,618,3385.86823,3055.42711,6441.29533
248,621,2593.22143,4191.76971,6784.99114
249,622,793.492481,1674.76035,2468.25283
250,623,642.825914,2435.03241,3077.85833
251,624,365.17686,558.489142,923.666002
252,625,835.829954,3066.7919,3902.62185
253,626,1199.32446,3182.86197,4382.18643
254,627,842.986177,4085.33002,4928.3162
255,628,949.26773,422.054973,1371.3227
256,630,974.821108,4641.74243,5616.56354
257,631,1569.28707,190.106291,1759.39336
258,632,1110.09958,3177.51915,4287.61873
259,633,4692.44988,37.399839,4729.84972
260,638,1435.08903,260.986087,1696.07512
261,640,190.008133,712.456108,902.464241
262,641,0.615062,440.208246,440.823308
263,649,5028.47415,725.490969,5753.96512
264,653,2575.3921,4363.54314,6938.93524
265,656,437.108975,1350.15937,1787.26835
266,657,3120.61117,141.928643,3262.53981
267,658,1602.08969,4059.97575,5662.06544
268,663,4279.77644,1164.83473,5444.61116
269,664,1405.05959,1608.82158,3013.88117
270,665,411.57514,1289.69244,1701.26757
271,667,1747.70275,206.84187,1954.54462
272,668,2562.05906,5287.19925,7849.25831
273,669,417.264718,2122.588,2539.85272
274,670,234.592672,142.075858,376.66853
275,671,1842.25422,4587.76092,6430.01514
276,672,1122.01662,1629.66478,2751.68141
277,673,1678.50642,2789.48889,4467.99531
278,674,618.463451,1994.75801,2613.22146
279,675,5128.97601,639.081031,5768.05704
280,676,5140.25672,571.833127,5712.08984
281,677,303.013171,2846.15064,3149.16381
282,678,1375.19082,1098.07073,2473.26155
283,679,193.012682,109.262857,302.275539
284,680,83.612661,199.227332,282.839993
285,682,70.648698,159.523533,230.172231
286,683,63.042822,224.571417,287.614239
287,684,1004.04543,575.55298,1579.59841
288,685,301.155941,4557.05305,4858.20899
289,687,661.317564,5895.99293,6557.31049
290,690,849.839574,5840.97921,6690.81879
291,692,5472.76397,2396.2072,7868.97117
292,695,5597.44337,525.165746,6122.60911
293,696,5302.19512,678.132421,5980.32754
294,697,5879.42715,806.422879,6685.85003
295,700,50.91463,1378.88254,1429.79717
296,701,3943.60978,915.884163,4859.49394
297,702,300.591031,2069.05103,2369.64206
298,703,3657.68499,3213.70076,6871.38574
299,709,4867.5657,152.598209,5020.16391
300,711,2109.2084,387.947828,2497.15623
301,712,563.956454,1744.16267,2308.11912
302,714,2518.51006,1527.53232,4046.04238
303,715,2218.94068,2667.50496,4886.44565
304,716,1488.81616,3827.9261,5316.74227
305,717,5284.05427,536.888462,5820.94273
306,718,1111.38874,3826.52458,4937.91331
307,719,4469.00682,904.953345,5373.96016
308,721,1599.76224,1161.11356,2760.87579
309,723,5879.42715,806.422879,6685.85003
310,724,3995.41261,1797.85694,5793.26955
311,728,3319.32586,732.09233,4051.41819
312,730,1120.16201,4425.86459,5546.0266
313,731,1687.32504,5685.48886,7372.81389
314,732,1701.07204,381.998969,2083.07101
315,733,1142.54215,4836.85144,5979.39359
316,737,856.678414,0,856.678414
317,738,4240.64849,2024.51144,6265.15993
318,740,3712.95697,2822.17105,6535.12801
319,741,223.468172,134.920168,358.38834
320,743,1097.11929,529.466789,1626.58608
321,744,6248.52832,699.397815,6947.92613
322,745,5836.45926,782.036369,6618.49563
323,746,5764.13531,756.095665,6520.23098
324,747,5274.71302,1589.91805,6864.63107
325,751,444.584934,9.060958,453.645892
326,752,141.560648,367.724955,509.285603
327,754,0,0,0
328,757,5857.45931,1356.71593,7214.17524
329,758,1.267805,367.321098,368.588903
330,772,4202.61324,3090.46436,7293.0776
331,773,2159.84477,115.434576,2275.27934
332,774,6122.01138,954.526977,7076.53835
333,775,5441.2583,4446.47651,9887.73481
334,776,3947.15333,3715.18122,7662.33455
335,778,4185.01966,3514.94477,7699.96444
336,781,1664.13068,1797.1801,3461.31078
337,786,3185.79645,2650.75532,5836.55177
338,787,5521.46335,635.8793,6157.34265
339,788,2419.91035,2261.91016,4681.82052
340,789,639.152559,6.403657,645.556216
341,791,5434.41793,4474.1624,9908.58033
342,792,891.23548,3795.61963,4686.85511
343,793,1149.75632,138.233107,1287.98943
344,795,645.21427,4311.64376,4956.85803
345,803,2076.67888,4865.25282,6941.9317
346,806,1883.13094,4863.8555,6746.98644
347,808,635.521591,24.451139,659.97273
348,819,2423.16345,3666.34758,6089.51103
349,820,907.857139,129.487974,1037.34511
350,822,3415.28741,1216.28091,4631.56833
351,823,268.356452,306.406639,574.763091
352,824,1969.21502,419.34161,2388.55663
353,825,85.856411,1304.54541,1390.40182
354,826,4607.385,202.710286,4810.09528
355,827,973.237301,147.865111,1121.10241
356,828,172.47261,17.986995,190.459605
357,829,5685.61588,4118.64818,9804.26406
358,830,99.175925,256.517926,355.693851
359,831,917.391517,190.631547,1108.02306
360,832,645.21427,4311.64376,4956.85803
361,835,874.603483,63.170599,937.774082
362,836,21.905224,96.144996,118.05022
363,837,5776.7126,1200.27091,6976.98351
364,838,65.625915,18.096842,83.722757
365,839,201.235774,10.059736,211.29551
366,840,820.266321,325.242318,1145.50864
367,841,5623.68155,705.430554,6329.11211
368,842,291.154925,223.763406,514.918331
369,843,23.314679,27.658738,50.973417
370,844,5909.34464,1440.66351,7350.00816
371,845,1909.19454,1387.92026,3297.11481
372,846,5122.68269,423.803542,5546.48623
373,847,10.980882,14.754627,25.735509
374,848,801.174872,571.913403,1373.08828
375,849,638.170778,507.944929,1146.11571
376,850,198.264394,34.669813,232.934207
377,851,798.347325,770.529806,1568.87713
378,852,5271.61749,1665.67144,6937.28894
379,853,925.322629,4577.20594,5502.52857
380,854,2224.14419,2729.32312,4953.4673
381,855,524.524834,3287.73346,3812.25829
382,856,1244.19052,5131.19584,6375.38636
383,857,1538.51103,71.208582,1609.71961
384,858,165.41065,471.225783,636.636433
385,859,1098.05462,3722.30621,4820.36083
386,861,787.193466,0,787.193466
387,862,2774.63837,5415.03628,8189.67466
388,863,6597.87329,4401.72102,10999.5943
389,864,2068.95177,4511.39775,6580.34953
390,865,3942.42468,971.192108,4913.61679
391,866,2484.01327,5185.96646,7669.97974
392,867,2312.21432,622.780392,2934.99472
393,868,2044.54933,4999.05729,7043.60662
394,869,623.016727,0.257364,623.274091
395,870,5494.10782,415.087246,5909.19506
396,871,3770.37152,3688.31767,7458.6892
397,872,3732.93123,4273.63675,8006.56798
398,873,792.483937,148.371302,940.855239
399,874,2940.4473,4125.26545,7065.71274
400,875,951.34243,3541.33353,4492.67596
401,877,3571.64065,3955.98139,7527.62204
402,878,5603.02537,1209.44165,6812.46702
403,879,6184.44028,1502.56037,7687.00065
404,880,1977.74446,3072.69508,5050.43954
405,881,1234.32659,460.042119,1694.36871
406,882,3948.87406,3712.49858,7661.37265
407,883,2943.73279,3313.58464,6257.31742
408,884,927.916922,57.480309,985.397231
409,885,2577.52246,3349.94497,5927.46743
410,886,5795.22968,809.587167,6604.81685
411,888,2539.6029,3571.71406,6111.31696
412,889,864.48911,62.813449,927.302559
413,890,2768.3855,3733.60451,6501.99
414,892,639.179453,793.366742,1432.5462
415,893,6103.38934,808.019049,6911.40839
416,894,1312.70977,80.49604,1393.20581
417,895,72.592894,0,72.592894
418,900,986.675321,2510.14068,3496.81601
419,901,4898.62442,382.401148,5281.02557
420,904,69.327491,583.315173,652.642664
421,905,48.67127,287.699439,336.370709
422,906,4816.67772,1175.76869,5992.44642
423,907,6062.45941,1052.8331,7115.29251
424,908,407.434661,116.228827,523.663488
425,909,61.632057,15.570102,77.202159
426,912,216.427248,530.926788,747.354036
427,913,4200.26686,513.226311,4713.49317
428,914,869.833324,224.250477,1094.0838
429,915,5.524945,1573.73118,1579.25613
430,916,6827.86397,4371.09267,11198.9566
431,919,5.524945,645.929235,651.45418
432,920,267.963933,4330.31572,4598.27965
433,921,1957.95792,1665.94511,3623.90302
434,922,832.001751,31.524345,863.526096
435,923,51.461226,300.036714,351.49794
436,924,6011.99904,1078.8925,7090.89155
437,926,34.034307,490.983533,525.01784
438,927,0.997422,449.988554,450.985976
439,928,914.934742,46.651282,961.586024
440,929,1023.47227,70.35646,1093.82873
441,930,5990.92507,825.140622,6816.06569
442,931,288.215021,319.246723,607.461744
443,932,74.696071,65.605221,140.301292
444,933,658.961064,977.50497,1636.46603
445,934,414.936156,4047.82895,4462.76511
446,935,1385.30267,80.49604,1465.79871
447,936,4731.18136,2688.22543,7419.40678
448,937,136.727569,2579.083,2715.81057
449,938,475.180468,619.440038,1094.62051
450,940,917.766079,41.009196,958.775275
451,942,206.280431,2725.61274,2931.89317
452,943,333.80692,35.1079,368.91482
453,944,167.951713,2515.2254,2683.17711
454,945,1756.28905,1137.67128,2893.96033
455,946,230.068689,2278.33121,2508.3999
456,949,941.039133,3407.15668,4348.19582
457,950,6552.40662,1326.92647,7879.33308
458,951,181.301768,2204.55981,2385.86158
459,952,5015.46345,1135.52625,6150.98971
460,953,555.792443,2818.16772,3373.96016
461,956,666.111671,0,666.111671
462,958,1159.05482,515.311791,1674.36661
463,959,821.069912,5267.76737,6088.83728
464,960,484.370252,671.558713,1155.92897
465,961,1004.24132,20.093808,1024.33513
466,962,1004.24132,20.093808,1024.33513
467,963,1591.16034,1554.7399,3145.90024
468,964,4451.40337,2626.57053,7077.9739
469,967,62.303091,20.551848,82.854939
470,968,101.663281,56.10924,157.772521
471,969,1591.16034,1554.7399,3145.90024
472,970,479.914872,1244.68957,1724.60444
473,971,963.391728,4696.57035,5659.96208
474,972,909.649065,1080.52567,1990.17474
475,975,3163.31895,320.430933,3483.74988
476,976,182.010328,201.768348,383.778676
477,978,1669.52768,223.242154,1892.76983
478,979,2172.38762,1426.01407,3598.4017
479,983,1681.93518,3287.33789,4969.27306
480,984,4339.36016,1422.91658,5762.27674
481,985,6674.20404,3940.42975,10614.6338
482,986,3414.19844,3473.08696,6887.28539
483,987,1032.75699,75.00019,1107.75718
484,988,4049.51619,4956.70632,9006.2225
485,989,2890.11762,5347.88732,8238.00494
486,990,5914.675,427.480006,6342.15501
487,991,2267.24592,3551.6063,5818.85222
488,992,3492.74265,4193.59209,7686.33474
489,993,4176.66209,3513.20902,7689.87111
490,994,722.041806,0,722.041806
491,997,1485.4021,3727.51929,5212.92138
492,998,6199.04934,1017.36731,7216.41665
493,1000,990.334335,16.411933,1006.74627
494,1001,2236.8158,3980.75664,6217.57244
495,1002,714.868736,3491.42349,4206.29223
496,1003,1212.23946,2875.81785,4088.05731
497,1004,6559.63249,1283.55532,7843.18781
498,1005,3351.26717,5099.01579,8450.28296
499,1007,1004.24132,20.093808,1024.33513
500,1008,3332.83766,3282.50768,6615.34534
501,1010,3506.41294,4368.49742,7874.91036
502,1011,3803.53088,1044.29228,4847.82316
503,1012,3062.51978,3524.40858,6586.92836
504,1013,724.604339,3323.89339,4048.49773
505,1014,6474.74015,776.816165,7251.55631
506,1015,1700.0109,4749.21805,6449.22894
507,1016,280.0113,338.340046,618.351346
508,1017,314.994093,956.178904,1271.173
509,1018,2144.96377,3946.50648,6091.47025
510,1019,2236.8158,3980.75664,6217.57244
511,1020,856.73313,7.408142,864.141272
512,1021,3329.40222,293.816754,3623.21897
513,1022,355.257784,222.348744,577.606528
514,1023,1791.83668,1083.10341,2874.94009
515,1024,27.05289,13.966385,41.019275
516,1026,176.817195,297.109522,473.926717
517,1027,5360.79194,1285.685,6646.47694
518,1028,3656.23461,3223.81081,6880.04542
519,1029,5309.41693,2908.70716,8218.12408
520,1030,31.414261,334.778723,366.192984
521,1031,744.383401,132.465252,876.848653
522,1032,55.969863,723.273608,779.243471
523,1033,5543.75524,869.511373,6413.26661
524,1034,218.013024,937.20915,1155.22217
525,1035,940.843438,81.360991,1022.20443
526,1036,224.153663,118.229739,342.383402
527,1037,55.969863,723.273608,779.243471
528,1039,63.285099,0,63.285099
529,1041,796.121392,493.157067,1289.27846
530,1042,63.285099,0,63.285099
531,1043,930.651753,44.987625,975.639378
532,1044,930.651753,44.987625,975.639378
533,1048,335.330559,245.035846,580.366405
534,1049,895.732244,9.001954,904.734198
535,1050,270.698084,236.033891,506.731975
536,1051,3709.30761,1227.48926,4936.79687
537,1055,331.282752,982.184314,1313.46707
538,1056,5600.79329,680.905179,6281.69847
539,1057,1632.30139,51.123742,1683.42513
540,1060,5862.44759,1664.86828,7527.31587
541,1061,1118.42017,78.156422,1196.57659
542,1064,120.910348,234.976615,355.886963
543,1065,14.607374,8.202033,22.809407
544,1067,3470.87833,1023.72417,4494.6025
545,1068,776.223262,156.375132,932.598394
546,1069,7935.43962,4336.50109,12271.9407
547,1070,429.268026,473.565766,902.833792
548,1071,143.790338,102.19435,245.984688
549,1072,1539.8903,1549.0239,3088.9142
550,1073,49.695631,528.623842,578.319473
551,1074,121.274085,517.569081,638.843166
552,1075,1205.56646,1761.69628,2967.26273
553,1076,1205.56646,1761.69628,2967.26273
554,1077,1632.30139,51.123742,1683.42513
555,1079,1680.36487,3112.24275,4792.60762
556,1081,1736.67878,4756.5774,6493.25618
557,1082,4166.4288,355.463065,4521.89187
558,1083,227.351321,394.909101,622.260422
559,1084,45.943495,126.458291,172.401786
560,1085,4.769312,9.726987,14.496299
561,1088,6330.88574,945.925593,7276.81133
562,1089,2626.89943,5040.76297,7667.6624
563,1090,2595.82694,3581.48011,6177.30705
564,1092,2646.26035,3000.64509,5646.90545
565,1093,6283.26974,1231.29528,7514.56502
566,1094,1334.50668,3177.62859,4512.13527
567,1095,1126.51916,1.475122,1127.99428
568,1096,333.626798,265.558786,599.185584
569,1098,26.598897,1.078126,27.677023
570,1099,0,0,0
571,1100,0,0,0
572,1101,905.84122,126.289357,1032.13058
573,1102,1700.22798,4061.15929,5761.38727
574,1103,5459.24612,304.522369,5763.76849
575,1105,5295.02302,1344.40148,6639.42451
576,1106,637.353307,71.942153,709.29546
577,1107,1232.95675,4243.18048,5476.13724
578,1108,1485.3699,4187.21902,5672.58891
579,1109,1112.25602,4394.62356,5506.87957
580,1110,1103.44633,2656.01727,3759.4636
581,1111,1146.75484,1850.7258,2997.48063
582,1112,954.611307,2770.76823,3725.37954
583,1113,625.587104,9.445239,635.032343
584,1114,950.093796,3210.20526,4160.29905
585,1115,1328.27466,4672.59826,6000.87292
586,1116,5706.88959,1623.37654,7330.26613
587,1119,961.626534,1434.50043,2396.12696
588,1121,961.626534,1434.50043,2396.12696
589,1122,1789.99032,1108.16195,2898.15226
590,1124,26.598897,23.397848,49.996745
591,1127,333.626798,243.239064,576.865862
592,1133,946.83424,1.732547,948.566787
593,1138,4659.71641,3006.60934,7666.32575
594,1139,333.626798,243.239064,576.865862
595,1140,26.598897,23.397848,49.996745
596,1143,823.993717,192.725287,1016.719
597,1145,1310.86537,3198.23801,4509.10338
598,1146,5931.57052,577.769972,6509.34049
599,1147,3883.6696,847.15499,4730.82459
600,1148,2339.49846,1629.68024,3969.1787
601,1149,1821.85915,758.630712,2580.48986
602,1150,1427.09051,2614.47349,4041.56401
603,1151,963.017741,131.917973,1094.93571
604,1156,2708.90718,6407.6528,9116.55998
605,1158,4996.94719,2444.47817,7441.42536
606,1159,4226.17477,582.766816,4808.94159
607,1160,537.121493,5001.82069,5538.94218
608,1161,333.626798,243.239064,576.865862
609,1162,5940.60667,784.699265,6725.30593
610,1163,1493.99713,407.327082,1901.32421
611,1164,3696.58241,5790.6416,9487.22401
612,1166,912.492609,179.474306,1091.96692
613,1167,4.645578,103.695211,108.340789
614,1168,5433.34315,5194.80847,10628.1516
615,1169,4163.45677,986.281322,5149.73809
616,1170,4971.62674,3553.52248,8525.14922
617,1171,0,0,0
618,1172,839.936276,197.406551,1037.34283
619,1175,4776.14519,3440.46098,8216.60617
620,1176,26.598897,23.397848,49.996745
621,1178,6311.37105,1134.15017,7445.52122
622,1180,6583.59493,926.888847,7510.48378
623,1181,325.336228,2173.7108,2499.04703
624,1186,16.298278,997.001013,1013.29929
625,1189,5330.44793,315.125939,5645.57387
626,1190,1921.32982,7652.66297,9573.99279
627,1193,2301.85016,5145.016,7446.86616
628,1194,1959.19074,7897.90121,9857.09195
629,1196,822.063832,755.448161,1577.51199
630,1197,996.855953,175.710769,1172.56672
631,1203,248.188362,388.509923,636.698285
632,1205,96.421102,122.936864,219.357966
633,1207,5998.57927,4315.59922,10314.1785
634,1208,5751.51568,306.999776,6058.51546
635,1209,1.252522,162.578013,163.830535
636,1223,4892.42364,3257.26522,8149.68887
637,1224,1803.90563,5280.33437,7084.24
638,1230,7884.60094,4060.23641,11944.8373
639,1238,4538.68215,3285.01983,7823.70197
640,1239,2729.47343,4682.81025,7412.28368
641,1243,2715.78149,1688.69816,4404.47965
642,1244,1927.32528,3869.48198,5796.80726
643,1246,836.778455,2199.997,3036.77545
644,1250,1622.7608,6155.30738,7778.06818
645,1251,6186.18529,970.32302,7156.50831
646,1252,1573.23709,5461.69488,7034.93197
647,1255,7246.36992,2504.65947,9751.02938
648,1260,2337.19415,6716.87908,9054.07323
649,1262,871.564834,2061.21779,2932.78263
650,1263,4199.3585,3691.13175,7890.49025
651,1264,3262.24307,1080.74226,4342.98533
652,1265,4319.76999,4442.51573,8762.28572
653,1266,6241.70568,599.301534,6841.00722
654,1267,814.369096,692.6366,1507.0057
655,1268,248.188362,388.509923,636.698285
656,1269,310.9648,426.886443,737.851243
657,1272,244.871374,836.09136,1080.96273
658,1273,362.635239,405.898089,768.533328
659,1274,362.635239,486.87803,849.513269
660,1275,3714.98102,4735.83436,8450.81538
661,1276,6574.38698,3181.69139,9756.07837
662,1279,6206.23504,2021.95946,8228.1945
663,1280,5695.91685,412.726434,6108.64328
664,1281,3914.48389,4813.60474,8728.08863
665,1282,912.498778,1779.87878,2692.37756
666,1285,2328.83715,5393.28867,7722.12583
667,1286,5601.92145,2414.06312,8015.98456
668,1287,5837.14664,0,5837.14664
669,1289,1610.49379,4330.5436,5941.03739
670,1290,946.83424,1.732547,948.566787
671,1291,2570.77635,4643.19422,7213.97057
672,1292,965.767266,258.22675,1223.99402
673,1293,2933.35051,5617.43116,8550.78167
674,1294,2346.13941,3908.08977,6254.22918
675,1295,1600.92218,2495.39796,4096.32014
676,1296,958.207816,74.96254,1033.17036
677,1297,1497.30214,3275.02319,4772.32533
678,1298,5666.97204,1581.03013,7248.00218
679,1299,3442.82141,4122.26257,7565.08398
680,1302,5088.33391,2362.28416,7450.61808
681,1303,542.636369,1100.07124,1642.70761
682,1304,0,0,0
683,1305,1055.60677,1285.76798,2341.37475
